time,uniperp,sushiperp,runeperp,btcperp,adaperp,exchperp,shitperp,altperp,defiperp,midperp,linkperp,dotperp,mkrperp,xrpperp,bnbperp,solperp,aaveperp,fttperp,maticperp,dogeperp,ethperp
2020-09-17T03:00:00Z,2.949,1.51,0.533,10877.5,0.09176,1438.9,1140.8,689.05,2341.9,818.3,10.958,5.207,472,0.25185,27.5275,2.4825,NaN,NaN,0.019715,0.0027975,377.11
2020-09-17T04:00:00Z,2.55,1.51,0.518,10912.5,0.091985,1441,1141.2,690.5,2347.2,822.7,11.0515,5.246,475.5,0.252075,27.4075,2.505,NaN,NaN,0.01986,0.0028045,378.76
2020-09-17T05:00:00Z,2.507,1.535,0.527,10916,0.0925,1440.4,1148.9,691.65,2372.9,826.3,11.184,5.258,480.5,0.252675,27.4525,2.57,NaN,NaN,0.01992,0.002811,380.07
2020-09-17T06:00:00Z,3.63,1.49,0.5195,10873.5,0.092055,1434.1,1133.5,687.3,2335.5,820.2,10.8335,5.181,476,0.249675,26.98,2.5075,NaN,NaN,0.0197375,0.002802,379.35
2020-09-17T07:00:00Z,3.357,1.435,0.4855,10898.5,0.09266,1432.9,1130.3,688.55,2308.1,819.1,10.907,5.13,470.5,0.2512,26.82,2.53,NaN,NaN,0.0199125,0.002801,379.7
2020-09-17T08:00:00Z,2.837,1.405,0.481,10876.5,0.092145,1429.5,1123.6,685.25,2288.2,817.2,10.7095,5.149,475,0.24925,26.52,2.4475,NaN,NaN,0.01991,0.0027915,378.5
2020-09-17T09:00:00Z,2.971,1.43,0.4885,10896,0.092435,1435.7,1131.6,686.9,2294.9,818.8,10.821,5.2,477.5,0.249425,26.935,2.4875,NaN,NaN,0.019635,0.002793,377.76
2020-09-17T10:00:00Z,2.99,1.365,0.485,10836.5,0.09149,1423.8,1119.4,685.75,2257.4,814.3,10.6885,5.168,475.5,0.248575,26.4875,2.495,NaN,NaN,0.019455,0.002794,379.4
2020-09-17T11:00:00Z,2.889,1.385,0.481,10891,0.092155,1435.2,1122.9,690.8,2277,822.2,10.802,5.19,480,0.251525,26.69,2.545,NaN,NaN,0.0196775,0.0028085,382.66
2020-09-17T12:00:00Z,2.618,1.35,0.4675,10811.5,0.09117,1425.1,1110,682.6,2248.3,814.5,10.6495,5.13,479.5,0.248875,26.2625,2.5225,NaN,NaN,0.01943,0.0027805,377.51
2020-09-17T13:00:00Z,2.89,1.375,0.471,10822.5,0.091715,1421.2,1109.2,685.95,2256.1,818.2,10.7755,5.181,487.5,0.250325,26.5075,2.57,NaN,NaN,0.0197,0.002789,379.85
2020-09-17T14:00:00Z,2.931,1.395,0.483,10843,0.091985,1420.6,1115.1,686.3,2260,821.9,10.759,5.248,485,0.250525,26.295,2.58,NaN,NaN,0.01975,0.002792,380.74
2020-09-17T15:00:00Z,2.982,1.425,0.4855,10846,0.09234,1426.2,1120.1,686.1,2266.7,827.6,10.741,5.365,485.5,0.250325,26.3375,2.61,NaN,NaN,0.02016,0.0027935,380.06
2020-09-17T16:00:00Z,3.6,1.41,0.487,10848.5,0.092575,1423.9,1114.4,685.5,2225.7,826.9,10.6025,5.321,489,0.250225,26.0875,2.67,NaN,NaN,0.0203425,0.002786,380.56
2020-09-17T17:00:00Z,3.616,1.405,0.4995,10868,0.0923,1422.6,1120.5,686,2225.2,830.1,10.6835,5.331,478.5,0.250625,26.2025,2.7275,NaN,NaN,0.02026,0.002792,381
2020-09-17T18:00:00Z,3.488,1.425,0.508,10908,0.092575,1429.7,1132,692.4,2262.3,833.5,10.7835,5.39,482,0.252575,26.43,2.74,NaN,NaN,0.0201675,0.0028055,387
2020-09-17T19:00:00Z,3.491,1.42,0.5055,10919,0.09389,1430.6,1144.2,695.85,2308.9,833.2,10.7565,5.345,483.5,0.25385,26.65,2.7675,NaN,NaN,0.01999,0.00281,389.7
2020-09-17T20:00:00Z,3.67,1.42,0.511,10938,0.093945,1430.1,1143.7,697.75,2311.5,835.6,10.98,5.314,490,0.25375,26.625,2.81,NaN,NaN,0.0204,0.0028105,392.49
2020-09-17T21:00:00Z,3.585,1.46,0.518,10961,0.094175,1430.7,1142.4,697.6,2319.1,836.5,10.954,5.313,497.5,0.252675,26.575,2.925,NaN,NaN,0.0203175,0.002804,392.89
2020-09-17T22:00:00Z,3.182,1.465,0.506,10919,0.09401,1429.7,1141.6,692.85,2299,832.8,10.867,5.286,500.5,0.25165,26.505,2.8075,NaN,NaN,0.02029,0.002793,387.66
2020-09-17T23:00:00Z,3.473,1.54,0.511,10949.5,0.094095,1437,1140.7,694.95,2293.6,834.5,11.0225,5.344,503.5,0.25235,26.9325,2.8925,NaN,NaN,0.02052,0.002803,389.46
2020-09-18T00:00:00Z,3.363,1.595,0.5075,10912.5,0.093465,1434.9,1135.9,693.15,2263.5,829.4,10.954,5.306,503,0.25145,27.105,2.835,NaN,NaN,0.02047,0.002799,387.12
2020-09-18T01:00:00Z,3.35,1.565,0.5015,10907,0.093165,1443.4,1134.2,694.9,2258.7,828.4,10.9075,5.298,489,0.2515,27.6125,2.7625,NaN,NaN,0.02046,0.0028015,386.84
2020-09-18T02:00:00Z,3.569,1.665,0.508,10927.5,0.093165,1447.1,1141.5,696.4,2288.9,834.5,10.9995,5.3,498.5,0.251925,27.8575,2.83,NaN,NaN,0.020555,0.002806,387.11
2020-09-18T03:00:00Z,4.022,1.7,0.5155,10928,0.09336,1444.6,1142.7,697.15,2307,836.3,10.999,5.32,500.5,0.253325,27.71,2.8825,NaN,NaN,0.020565,0.0028075,387.34
2020-09-18T04:00:00Z,4.214,1.695,0.509,10909.5,0.092985,1433.9,1129.8,691.65,2279.1,830.2,10.863,5.279,495,0.25165,27.3475,2.8425,NaN,NaN,0.02026,0.0027945,383.29
2020-09-18T05:00:00Z,4.377,1.81,0.5165,10934,0.09324,1438.4,1141.9,694.9,2305.9,833.3,10.9565,5.287,499.5,0.252975,27.5475,2.89,NaN,NaN,0.020285,0.002805,385.48
2020-09-18T06:00:00Z,4.971,1.8,0.529,10974.5,0.09337,1443.5,1147.5,698.9,2317,836.6,10.9135,5.32,498.5,0.2553,27.7775,2.9625,NaN,NaN,0.02022,0.002811,387.86
2020-09-18T07:00:00Z,5.458,1.77,0.5225,10963.5,0.09339,1440.9,1148.1,695.95,2308.8,836.8,10.834,5.306,492.5,0.2543,27.555,2.9575,NaN,NaN,0.0201175,0.002811,385.95
2020-09-18T08:00:00Z,4.982,1.735,0.524,10965,0.0933,1442.8,1149.7,697.8,2307.6,838.4,10.933,5.38,494,0.25445,27.375,2.9575,NaN,NaN,0.0200425,0.002805,387.06
2020-09-18T09:00:00Z,5.064,1.76,0.5395,11019,0.093725,1459.5,1156.6,702,2316.1,843.3,10.9345,5.384,496,0.254425,28.46,2.995,NaN,NaN,0.02006,0.0028125,387.94
2020-09-18T10:00:00Z,5.067,1.735,0.543,10983,0.09329,1455.9,1156.1,698.3,2329.2,841.9,10.871,5.33,499,0.25355,28.1175,3.0425,NaN,NaN,0.02007,0.002801,385.59
2020-09-18T11:00:00Z,4.785,1.69,0.5355,10989,0.09272,1459.5,1163,697.7,2341.5,843.6,10.889,5.303,502,0.25325,28.145,3.0625,NaN,NaN,0.0203975,0.002795,385.34
2020-09-18T12:00:00Z,5.106,1.715,0.5315,10996.5,0.092625,1457.3,1159.7,699,2348.1,843.4,10.856,5.329,502,0.253775,28.055,3.08,NaN,NaN,0.0203325,0.002792,386.83
2020-09-18T13:00:00Z,5.409,1.685,0.531,10922.5,0.092315,1448.6,1146.5,693.45,2315,837.2,10.719,5.257,499,0.251225,27.85,3.025,NaN,NaN,0.0200075,0.0027785,383.35
2020-09-18T14:00:00Z,5.886,1.75,0.5355,10954.5,0.09266,1448.9,1156.1,696.05,2333.7,839.1,10.7105,5.244,503,0.25175,27.8275,3.025,NaN,NaN,0.02123,0.002785,385.11
2020-09-18T15:00:00Z,6.3,1.715,0.5175,10903.5,0.09164,1440.4,1137,690.15,2284.7,830.2,10.4155,5.141,499,0.249525,27.545,2.9,NaN,NaN,0.0211775,0.002772,381.95
2020-09-18T16:00:00Z,6.941,1.69,0.525,10886,0.091625,1439.2,1132.6,689.85,2286.1,831.9,10.387,5.224,499.5,0.2496,27.445,2.9325,NaN,NaN,0.02146,0.0027735,382.39
2020-09-18T17:00:00Z,7.49,1.605,0.508,10839,0.09083,1429,1108.1,680.9,2224.5,819.8,10.085,5.156,483,0.24715,26.88,2.845,NaN,NaN,0.0212,0.0027555,376.44
2020-09-18T18:00:00Z,6.652,1.625,0.5055,10865.5,0.09107,1435.3,1114.3,685.05,2234.5,825.3,10.259,5.139,487,0.2482,27.19,2.9325,NaN,NaN,0.0209675,0.0027645,379.33
2020-09-18T19:00:00Z,6.433,1.635,0.5155,10868.5,0.090925,1440.4,1120.7,685.65,2246.9,825.6,10.1665,5.155,490,0.2494,27.315,3.1175,NaN,NaN,0.020955,0.002774,378.7
2020-09-18T20:00:00Z,6.803,1.66,0.5165,10890,0.09076,1435.7,1120.7,684.95,2245.7,826.5,10.179,5.18,491,0.24895,26.8375,3.0975,NaN,NaN,0.021155,0.002773,379.83
2020-09-18T21:00:00Z,7.317,1.69,0.516,10949,0.09063,1439.3,1120.6,688.2,2247,828.6,10.21,5.207,492,0.250075,27.0325,3.15,NaN,NaN,0.02131,0.0027945,381.89
2020-09-18T22:00:00Z,7.702,1.705,0.5205,10938.5,0.09068,1440.1,1127.6,688.95,2280.7,826.9,10.1635,5.249,494,0.25,26.9625,3.14,NaN,NaN,0.021315,0.002791,383.33
2020-09-18T23:00:00Z,6.926,1.7,0.52,10937.5,0.09107,1447.4,1124.7,692.55,2269.7,825,10.0935,5.263,500,0.250825,27.6325,3.1075,NaN,NaN,0.02106,0.002791,384.48
2020-09-19T00:00:00Z,7.054,1.71,0.517,10978.5,0.091,1442.3,1122.5,689.3,2257.9,823.9,9.999,5.214,496.5,0.250275,27.1975,3.1025,NaN,NaN,0.0211,0.0027775,383.75
2020-09-19T01:00:00Z,6.58,1.67,0.5215,10954,0.090685,1436.4,1125.5,687.9,2253,821.7,9.999,5.194,495,0.2495,27.0725,3.1875,NaN,NaN,0.021145,0.002785,382.23
2020-09-19T02:00:00Z,6.378,1.625,0.5205,10976.5,0.09103,1439.3,1127.7,693,2282.2,826.8,10.237,5.201,499,0.251,27.3825,3.1675,NaN,NaN,0.02141,0.002797,383.98
2020-09-19T03:00:00Z,6.178,1.64,0.515,10983.5,0.091275,1436.3,1128.5,690.4,2279.2,824.9,10.1545,5.23,500,0.24905,27.3,3.11,NaN,NaN,0.0214675,0.0027905,382.86
2020-09-19T04:00:00Z,6.601,1.71,0.511,10965.5,0.09152,1434.3,1129.2,689.45,2292.6,825.3,10.203,5.197,501,0.24945,27.265,3.11,NaN,NaN,0.0214725,0.002791,382.37
2020-09-19T05:00:00Z,6.832,1.73,0.508,10937.5,0.091245,1430.8,1124.5,686.2,2261.7,820.3,10.129,5.143,499,0.248875,26.9875,3.115,NaN,NaN,0.021365,0.0027835,379.32
2020-09-19T06:00:00Z,6.56,1.785,0.513,10948.5,0.09172,1437.2,1126.2,687.35,2265.7,826.8,10.1985,5.165,500.5,0.24955,27.015,3.12,NaN,NaN,0.02128,0.0028015,380.45
2020-09-19T07:00:00Z,6.344,1.7,0.4955,10903.5,0.090945,1431.7,1120.7,683.35,2225.6,818.8,10.094,5.095,494.5,0.2483,26.7575,3.08,NaN,NaN,0.0209725,0.002784,377.42
2020-09-19T08:00:00Z,6.566,1.715,0.495,10931.5,0.091645,1432.7,1120.3,685.4,2236,822.4,10.18,5.152,505.5,0.248525,26.84,3.085,NaN,NaN,0.02095,0.002795,379.78
2020-09-19T09:00:00Z,6.788,1.7,0.4915,10949.5,0.09168,1436.2,1122,685.95,2229,821.7,10.2285,5.1,512,0.24905,26.9675,3.055,NaN,NaN,0.020785,0.002794,379.83
2020-09-19T10:00:00Z,6.648,1.72,0.4885,10997.5,0.09209,1434,1126.9,688.95,2232.4,823.9,10.273,5.146,517.5,0.24985,27.19,3.005,NaN,NaN,0.02076,0.0027975,381.83
2020-09-19T11:00:00Z,7.258,1.75,0.498,11150.5,0.09293,1442.7,1136.5,697.9,2269.1,832.9,10.4815,5.205,523,0.254075,27.4575,3.045,NaN,NaN,0.0207625,0.0028005,386.81
2020-09-19T12:00:00Z,7.132,1.73,0.5035,11109,0.092745,1444.8,1135.5,694,2287.1,830.1,10.352,5.17,520,0.25245,27.285,3.005,NaN,NaN,0.02085,0.002793,385.03
2020-09-19T13:00:00Z,7.228,1.765,0.51,11110,0.09287,1446.4,1138.2,696,2317.2,831.9,10.37,5.174,518.5,0.253625,27.54,3.0575,NaN,NaN,0.0211375,0.002794,385.68
2020-09-19T14:00:00Z,6.818,1.825,0.5065,11085.5,0.092665,1447.5,1134.7,694,2288.4,829.9,10.2645,5.127,516,0.251725,27.5,3,NaN,NaN,0.02104,0.002791,384.95
2020-09-19T15:00:00Z,6.706,1.85,0.5015,11093.5,0.09245,1445.7,1136.7,693,2285.1,828.2,10.2015,5.118,517,0.2518,27.37,3.0075,NaN,NaN,0.0209575,0.0027845,384.74
2020-09-19T16:00:00Z,6.371,1.93,0.4995,11063,0.09219,1444.4,1138,691.8,2283,825,10.1655,5.045,520,0.251175,27.19,3.0425,NaN,NaN,0.0208725,0.0027835,384.58
2020-09-19T17:00:00Z,6.126,1.88,0.504,11072.5,0.092455,1444.5,1141.3,693.35,2309.2,827.9,10.198,5.009,525,0.25155,27.295,3.115,NaN,NaN,0.0209725,0.0027855,386.04
2020-09-19T18:00:00Z,6.121,1.86,0.4935,11055,0.092235,1442.9,1135.9,690,2279.1,824.6,10.191,4.948,527.5,0.25015,27.205,3.06,NaN,NaN,0.02071,0.002777,384.08
2020-09-19T19:00:00Z,5.88,1.85,0.4845,11060,0.09215,1443,1138.6,690.55,2267.4,824.9,10.0995,4.956,529,0.2508,27.2025,3.0175,NaN,NaN,0.0207425,0.0027795,384.68
2020-09-19T20:00:00Z,5.975,1.84,0.493,11092.5,0.091825,1442.3,1140.3,691.8,2271.3,826.6,10.143,4.979,516,0.251275,27.1225,3.0575,NaN,NaN,0.02086,0.0027965,385.99
2020-09-19T21:00:00Z,5.692,1.815,0.4895,11055.5,0.091745,1443.1,1137.4,691.35,2257.1,825.4,10.1755,4.839,515.5,0.25085,27.375,3.05,NaN,NaN,0.02066,0.0027945,385.01
2020-09-19T22:00:00Z,5.602,1.785,0.493,11070,0.09148,1443.6,1136.2,690.75,2241.1,824.7,10.108,4.884,513,0.250975,27.175,3.01,NaN,NaN,0.020735,0.002787,384.77
2020-09-19T23:00:00Z,5.727,1.775,0.4915,11086,0.091445,1448.3,1143.1,691.45,2259.1,825.5,10.124,4.93,512,0.251225,27.2375,3.025,NaN,NaN,0.0209225,0.002792,385.11
2020-09-20T00:00:00Z,5.639,1.75,0.495,11062.5,0.091465,1453,1144,689.9,2261.3,825.7,10.1895,4.915,512.5,0.25065,27.1425,3,NaN,NaN,0.0207625,0.002797,383.45
2020-09-20T01:00:00Z,5.519,1.7,0.488,10944,0.091265,1450.5,1129.5,685.45,2248.1,824.4,10.421,4.89,503.5,0.2493,27.045,2.8875,NaN,NaN,0.02052,0.002784,380.33
2020-09-20T02:00:00Z,5.582,1.72,0.4855,10923,0.09133,1448.1,1127.9,682.85,2247.7,821.8,10.358,4.9,503.5,0.249225,26.9075,2.9025,NaN,NaN,0.020415,0.0027755,380
2020-09-20T03:00:00Z,5.946,1.755,0.4865,10953.5,0.09142,1449,1136.8,684.7,2278.5,825.6,10.4635,4.923,501.5,0.249825,26.9825,2.9225,NaN,NaN,0.0204225,0.002786,381.2
2020-09-20T04:00:00Z,5.903,1.735,0.487,10970,0.091425,1461.8,1142.2,685.1,2296.1,828.2,10.476,4.966,506,0.24975,26.985,2.935,NaN,NaN,0.020565,0.002786,381.44
2020-09-20T05:00:00Z,5.827,1.72,0.4875,10956.5,0.091905,1456.9,1141.8,684,2297.1,826.9,10.4565,4.922,506.5,0.2494,26.9625,2.91,NaN,NaN,0.020875,0.002783,380.73
2020-09-20T06:00:00Z,5.573,1.865,0.4875,10968.5,0.09174,1456.5,1138,684.85,2282.5,828.5,10.394,4.895,500.5,0.249625,26.99,2.95,NaN,NaN,0.0210625,0.0027805,381.32
2020-09-20T07:00:00Z,5.631,1.885,0.4915,10965,0.09178,1460.3,1138.6,685.3,2287.3,827,10.388,4.913,498.5,0.24965,27.2025,2.95,NaN,NaN,0.02112,0.002789,380.64
2020-09-20T08:00:00Z,5.522,1.815,0.501,10957,0.091905,1457.9,1138.9,683.8,2292.2,827.1,10.4185,4.895,496,0.2492,27.045,2.9375,NaN,NaN,0.0210925,0.0027955,379.56
2020-09-20T09:00:00Z,5.686,1.815,0.512,10964,0.09192,1455.5,1138.6,684.55,2279.9,826.8,10.3025,4.886,494.5,0.249575,27.125,2.9825,NaN,NaN,0.021125,0.002795,380.42
2020-09-20T10:00:00Z,5.772,1.825,0.521,10987.5,0.09207,1454.7,1142.2,685.6,2293,829,10.2995,4.868,495.5,0.249925,27.2225,2.965,NaN,NaN,0.0215725,0.002789,380.94
2020-09-20T11:00:00Z,5.68,1.8,0.518,10952,0.09179,1445.8,1141.7,683.3,2296.7,827.1,10.313,4.86,495,0.249425,27.085,2.96,NaN,NaN,0.02137,0.0027835,379.13
2020-09-20T12:00:00Z,5.381,1.69,0.4945,10853.5,0.089875,1426.5,1113.6,670.25,2238,811.7,10.1145,4.77,486,0.24595,26.405,2.8775,NaN,NaN,0.020895,0.0027445,371.62
2020-09-20T13:00:00Z,5.197,1.71,0.484,10868.5,0.09016,1428.4,1110,672.25,2226.1,811.3,10.14,4.69,483,0.246575,26.52,2.8675,NaN,NaN,0.021165,0.002761,372.73
2020-09-20T14:00:00Z,4.959,1.66,0.467,10839,0.08974,1422.9,1103.3,669.6,2205.8,807.1,10.0295,4.637,478.5,0.246025,26.2425,2.8075,NaN,NaN,0.0213225,0.002753,371.8
2020-09-20T15:00:00Z,4.971,1.645,0.4665,10832.5,0.089445,1424.6,1099.8,666.75,2188.2,806.8,10.0175,4.591,478,0.245075,26.245,2.8125,NaN,NaN,0.022185,0.002737,370.23
2020-09-20T16:00:00Z,5.069,1.665,0.4585,10850.5,0.088865,1422.1,1090.3,666.7,2176.3,795.1,9.8655,4.552,476,0.245875,25.94,2.81,NaN,NaN,0.0217425,0.002754,369.81
2020-09-20T17:00:00Z,5.194,1.665,0.4585,10895.5,0.08924,1425,1100.2,669.7,2180.9,800.6,9.915,4.615,480,0.246725,26.0325,2.8375,NaN,NaN,0.02215,0.002754,372.16
2020-09-20T18:00:00Z,5.087,1.65,0.4525,10887.5,0.08958,1427.5,1102.2,670.3,2168,802.7,9.961,4.708,480,0.2467,26.145,2.81,NaN,NaN,0.022215,0.0027565,371.98
2020-09-20T19:00:00Z,4.976,1.625,0.4495,10867.5,0.08909,1426.3,1105.1,668.7,2149.4,801.5,9.9525,4.65,478.5,0.24615,25.995,2.785,NaN,NaN,0.02187,0.0027585,370.52
2020-09-20T20:00:00Z,4.871,1.595,0.4435,10851.5,0.0887,1422.7,1099.6,665.4,2124.2,798.2,9.7655,4.522,474,0.2446,25.79,2.7375,NaN,NaN,0.0217175,0.002758,368.89
2020-09-20T21:00:00Z,4.875,1.615,0.446,10871,0.089105,1412.3,1100.1,665.45,2122.5,799.7,9.751,4.552,472.5,0.245625,25.1475,2.7575,NaN,NaN,0.0218025,0.002777,369.48
2020-09-20T22:00:00Z,4.909,1.61,0.4435,10874.5,0.08901,1416.6,1099.6,665.2,2128,796.5,9.7365,4.633,471.5,0.2449,25.675,2.7925,NaN,NaN,0.0218375,0.002768,368.5
2020-09-20T23:00:00Z,5.228,1.65,0.4515,10919,0.089315,1431.9,1108.9,670.25,2155.5,802.9,9.733,4.662,474.5,0.246425,26.34,2.8675,NaN,NaN,0.0218925,0.0027705,370.33
2020-09-21T00:00:00Z,5.391,1.7,0.45,10957.5,0.089835,1432.2,1119.8,673.6,2164.2,807.4,9.761,4.648,480.5,0.246675,26.1875,2.92,NaN,NaN,0.0219975,0.0027875,374.31
2020-09-21T01:00:00Z,5.246,1.665,0.4555,10946,0.08965,1436.8,1135.4,673.35,2183.6,808.6,9.7835,4.644,484,0.2461,26.3675,2.925,NaN,NaN,0.022905,0.002786,373.97
2020-09-21T02:00:00Z,5.189,1.645,0.4525,10940.5,0.089585,1439.9,1135.6,673.35,2182.2,808,9.7395,4.599,481.5,0.246825,26.37,2.93,NaN,NaN,0.0235125,0.002783,373.39
2020-09-21T03:00:00Z,5.368,1.715,0.4515,10964,0.08967,1438.7,1136.7,673.9,2161,810.8,9.7565,4.645,485,0.246525,26.505,2.9975,NaN,NaN,0.0233975,0.0027945,374.75
2020-09-21T04:00:00Z,5.572,1.705,0.446,10958.5,0.089395,1434.8,1137.5,672.95,2151.3,809,9.687,4.581,486.5,0.246225,26.325,2.92,NaN,NaN,0.023055,0.002786,373.75
2020-09-21T05:00:00Z,5.511,1.7,0.439,10961.5,0.08942,1434.8,1134.9,673.95,2139,808.3,9.7475,4.62,485.5,0.246925,26.3275,2.9425,NaN,NaN,0.02266,0.0027895,374.24
2020-09-21T06:00:00Z,5.418,1.68,0.4245,10946,0.089155,1432.9,1132.6,672.35,2130.5,807.7,9.74,4.627,483.5,0.2467,26.25,2.8725,NaN,NaN,0.0225675,0.002788,373.05
2020-09-21T07:00:00Z,5.176,1.62,0.4115,10901.5,0.088425,1426.6,1121.5,666.7,2095.8,801.3,9.619,4.582,478.5,0.24485,25.9025,2.7325,NaN,NaN,0.02228,0.0027725,369.59
2020-09-21T08:00:00Z,4.974,1.6,0.3955,10851,0.085675,1415.6,1087.4,663.3,2030.3,789.6,9.4055,4.355,472,0.2436,25.535,2.6825,NaN,NaN,0.021825,0.00276,367.63
2020-09-21T09:00:00Z,4.566,1.5,0.36,10697.5,0.082395,1390.4,1043,647.6,1960.2,763.4,8.785,4.12,453,0.238575,24.5825,2.5025,NaN,NaN,0.02071,0.0027105,358.35
2020-09-21T10:00:00Z,4.603,1.535,0.365,10667,0.082085,1375.2,1040.1,642.35,1969.2,759.7,8.877,4.248,463.5,0.238375,24.0175,2.6225,NaN,NaN,0.0206525,0.002715,356.39
2020-09-21T11:00:00Z,4.405,1.515,0.3665,10637,0.081875,1376.3,1034.6,638.95,1943.5,755.9,8.887,4.212,460,0.237725,24.0725,2.63,NaN,NaN,0.02041,0.0027,352.04
2020-09-21T12:00:00Z,4.527,1.47,0.362,10570,0.080815,1362.4,1022,629.8,1914.2,750.7,9.003,4.136,455,0.236275,23.4475,2.6725,NaN,NaN,0.02018,0.00267,344.34
2020-09-21T13:00:00Z,4.51,1.465,0.3715,10591,0.08129,1369,1036,632.8,1922.4,751.6,8.874,4.132,456,0.2371,23.935,2.6975,NaN,NaN,0.02,0.0026555,345.11
2020-09-21T14:00:00Z,4.286,1.41,0.344,10407.5,0.078535,1342.6,1002.3,617.45,1867.1,734.4,8.796,4.052,443,0.23255,22.8675,2.6225,NaN,NaN,0.0189425,0.002613,337.45
2020-09-21T15:00:00Z,4.26,1.415,0.354,10415,0.079375,1347.9,1010.2,619.65,1885.2,736,8.715,4.031,446.5,0.2321,23.3175,2.6825,NaN,NaN,0.019185,0.0026135,340.14
2020-09-21T16:00:00Z,4.2,1.385,0.3505,10380,0.07883,1343.4,1008.5,618.3,1862.9,731.3,8.581,4.012,446,0.229825,23.1175,2.6975,NaN,NaN,0.0188,0.002601,338.83
2020-09-21T17:00:00Z,4.24,1.41,0.359,10394.5,0.079285,1348.4,1014.6,620.45,1871.3,734,8.597,4.002,449.5,0.229725,23.2975,2.72,NaN,NaN,0.01902,0.00261,340.67
2020-09-21T18:00:00Z,4.468,1.44,0.363,10443.5,0.08038,1351.6,1025.8,623.15,1896.1,738.4,8.736,4.076,454,0.231325,23.37,2.785,NaN,NaN,0.019105,0.002624,342
2020-09-21T19:00:00Z,4.586,1.47,0.376,10492.5,0.08044,1358.3,1036.5,626.15,1941.3,743.5,8.8545,4.141,459.5,0.23225,23.525,2.84,NaN,NaN,0.0194175,0.0026255,344.97
2020-09-21T20:00:00Z,4.484,1.455,0.376,10476,0.080275,1358.4,1038.1,627,1940.9,743.4,8.868,4.165,456,0.231825,23.545,2.81,NaN,NaN,0.0194075,0.002622,345.77
2020-09-21T21:00:00Z,4.501,1.46,0.3885,10505,0.080945,1371.7,1043,631,1960.1,749.7,9.001,4.203,460,0.23335,24.1475,2.8175,NaN,NaN,0.01956,0.002641,347.58
2020-09-21T22:00:00Z,4.421,1.445,0.3905,10476.5,0.080585,1365.7,1033.6,625.4,1940,745.9,8.876,4.088,458,0.232425,23.6825,2.805,NaN,NaN,0.0191725,0.0026325,343.8
2020-09-21T23:00:00Z,4.263,1.41,0.3825,10414.5,0.07979,1353.2,1018.9,618.25,1902.3,737.8,8.703,4.063,452.5,0.230825,23.0925,2.7625,NaN,NaN,0.018795,0.002592,339.58
2020-09-22T00:00:00Z,4.35,1.43,0.395,10457.5,0.0813,1358.1,1030.5,623,1941.2,745.6,8.8345,4.101,458.5,0.232975,23.3725,2.85,NaN,NaN,0.019035,0.002624,341.98
2020-09-22T01:00:00Z,4.362,1.43,0.3875,10433.5,0.08067,1358.8,1028.3,621.8,1935.8,742.9,8.838,4.067,456,0.232025,23.3375,2.84,NaN,NaN,0.01897,0.002601,341.67
2020-09-22T02:00:00Z,4.405,1.455,0.388,10462,0.08105,1369.5,1031.2,624.15,1954.6,746.2,8.9375,4.108,460,0.231775,23.6825,2.955,NaN,NaN,0.01903,0.002606,344.2
2020-09-22T03:00:00Z,4.37,1.43,0.3865,10448,0.080795,1365.1,1028,622.8,1945.7,745.2,8.8325,4.103,457.5,0.2313,23.455,2.9,NaN,NaN,0.01911,0.002602,342.95
2020-09-22T04:00:00Z,4.47,1.435,0.3895,10462.5,0.08196,1368.6,1032.3,625.2,1956.1,750.3,8.897,4.089,456,0.232525,23.69,2.9,NaN,NaN,0.019305,0.0026115,343.69
2020-09-22T05:00:00Z,4.471,1.43,0.391,10460,0.082125,1367.8,1033.4,626.6,1965.1,751.4,9.0145,4.081,460.5,0.233925,23.645,2.9025,NaN,NaN,0.019305,0.002607,343.58
2020-09-22T06:00:00Z,4.196,1.39,0.378,10421,0.08081,1360.4,1012.2,622,1925.4,740.2,8.8705,3.986,449.5,0.2321,23.335,2.8,NaN,NaN,0.0190375,0.0025955,341.6
2020-09-22T07:00:00Z,3.848,1.325,0.3585,10373.5,0.079675,1347.9,994.7,614.85,1874.5,730.9,8.724,3.917,441,0.229775,22.9925,2.675,NaN,NaN,0.01866,0.0025865,335.96
2020-09-22T08:00:00Z,3.981,1.38,0.366,10457.5,0.08134,1358.6,1005.9,622.1,1918.1,739.9,8.81,4.015,443.5,0.23125,23.4375,2.77,NaN,NaN,0.01913,0.002607,341.79
2020-09-22T09:00:00Z,3.95,1.38,0.3795,10452,0.081515,1357.3,1008,621.7,1921.4,738.3,8.8245,4.021,444.5,0.23135,23.535,2.7925,NaN,NaN,0.01926,0.0026115,339.96
2020-09-22T10:00:00Z,3.977,1.39,0.3875,10461,0.082005,1363.7,1015.1,624.95,1944.8,743.5,8.887,4.045,450.5,0.232075,23.845,2.7925,NaN,NaN,0.0193625,0.0026245,340.68
2020-09-22T11:00:00Z,3.866,1.38,0.385,10451,0.08127,1365.2,1015.9,622.8,1942.3,741.7,8.832,4.017,452.5,0.231575,23.92,2.8125,NaN,NaN,0.01927,0.002614,339.21
2020-09-22T12:00:00Z,3.91,1.39,0.403,10487.5,0.08206,1376.3,1019.5,626.95,1975.7,743.9,8.8185,4.138,456,0.231575,24.4325,2.87,NaN,NaN,0.019415,0.0026325,341.78
