time,sushiperp,runeperp,btcperp,adaperp,exchperp,shitperp,altperp,defiperp,midperp,linkperp,dotperp,mkrperp,xrpperp,bnbperp,solperp,aaveperp,fttperp,maticperp,dogeperp,ethperp
2021-04-12T00:00:00Z,14.2535,10.797,60363,1.273005,11474.1,9109.6,4897.8,11980.9,3834.7,34.207,41.409,2283,1.369425,526.1475,28.16,373.46,51.7435,0.3728425,0.074132,2165.18
2021-04-12T00:05:00Z,14.1935,10.505,59975,1.27263,11462.7,9058,4874.65,11938.3,3818.9,34.03,41.281,2308.5,1.35275,525.99,28.17,372.24,51.5065,0.370995,0.0745915,2154.52
2021-04-12T00:10:00Z,14.1792,10.7085,59941,1.27004,11378.9,9030.6,4860.45,11922.5,3812.9,33.907,41.221,2307.5,1.350075,523.93,28.2375,372.5,51.365,0.3693725,0.073579,2151.36
2021-04-12T00:15:00Z,14.2043,10.7005,59896,1.280135,11432.7,9079.2,4875.25,11930.4,3824.2,34.011,41.244,2316.5,1.35745,525.88,28.3175,371.5,51.439,0.371195,0.0740355,2150.05
2021-04-12T00:20:00Z,14.145,10.6905,59777,1.277705,11397,9054.1,4859.75,11897.8,3813.8,33.775,41.095,2310,1.346925,522.68,28.3875,370.96,51.283,0.3696625,0.073545,2143.75
2021-04-12T00:25:00Z,14.135,10.7025,59739,1.276375,11395.4,9032.2,4853.75,11886,3808.1,33.67,41.063,2310,1.342325,524.4075,28.3675,372.58,51.2215,0.3675925,0.0733105,2141.03
2021-04-12T00:30:00Z,14.1168,10.7135,59781,1.28193,11400,9029.3,4849,11877.7,3812,33.6235,41.061,2294.5,1.3302,523.8175,28.27,373.52,51.2885,0.3678325,0.0738015,2142.07
2021-04-12T00:35:00Z,14.0925,10.7295,59866,1.2891,11417.5,9027.5,4860.75,11884.2,3814,33.6005,41.115,2293.5,1.32615,526.285,28.395,373.2,51.3815,0.368225,0.07482,2142.61
2021-04-12T00:40:00Z,14.0542,10.6935,59820,1.283915,11414.6,8988.8,4848.55,11873.8,3813.9,33.6,41.04,2305.5,1.323725,524.38,28.3575,371.99,51.336,0.3671725,0.074993,2140.73
2021-04-12T00:45:00Z,14.0634,10.7195,59797,1.27575,11380.6,8981.6,4840.55,11849,3810,33.541,40.944,2304,1.330575,522.625,28.34,371.57,51.308,0.3662925,0.0753055,2139.14
2021-04-12T00:50:00Z,14.0803,10.721,59882,1.27841,11399.8,9005.6,4854.5,11859.8,3816.1,33.592,41.013,2314.5,1.340625,524.6375,28.41,372.42,51.376,0.3668475,0.0746395,2140.06
2021-04-12T00:55:00Z,14.071,10.675,59885,1.276285,11399.8,8999.4,4844.45,11844.7,3812.8,33.5475,40.965,2310,1.335625,521.6475,28.3075,373.39,51.3225,0.3670225,0.07406,2140.13
2021-04-12T01:00:00Z,14.0612,10.7195,59882,1.275045,11364.7,9011.6,4849.65,11859.6,3811.1,33.63,40.93,2316.5,1.3473,519.325,28.285,373.15,51.241,0.3648125,0.0741845,2140.77
2021-04-12T01:05:00Z,14.102,10.738,59983,1.28005,11393.7,9027.7,4859.8,11866.4,3815.5,33.707,41.043,2319.5,1.3503,520.83,28.505,374.27,51.3515,0.365095,0.0734075,2143.97
2021-04-12T01:10:00Z,14.1171,10.759,60044,1.281845,11367.3,9035.8,4856.2,11880.1,3818.5,33.707,41.077,2319.5,1.348475,518.465,28.625,374.33,51.3505,0.3657925,0.073214,2144.87
2021-04-12T01:15:00Z,14.1506,10.788,60100,1.284985,11385.1,9033.1,4873,11926.6,3827.8,33.811,41.171,2319,1.3521,520.0475,28.68,373.49,51.4485,0.3660525,0.073454,2151.27
2021-04-12T01:20:00Z,14.1854,10.8025,60018,1.2878,11434.6,9039.3,4877.45,11940.7,3827,33.7635,41.148,2321.5,1.36125,521.235,28.71,374.77,51.503,0.365335,0.0732885,2150.02
2021-04-12T01:25:00Z,14.1781,10.8105,59933,1.29006,11446.3,9053.7,4877.95,11948.4,3823.6,33.723,41.128,2319.5,1.355925,521.86,29.2375,374.61,51.4075,0.365545,0.073483,2147.89
2021-04-12T01:30:00Z,14.1649,10.8275,60002,1.28274,11479.1,9055.5,4888,11966.8,3830.2,33.7695,41.174,2317.5,1.35465,524.06,29.4025,374.8,51.5125,0.3652725,0.073731,2151.85
2021-04-12T01:35:00Z,14.1651,10.8135,59998,1.28677,11512,9046.9,4890.45,11971.8,3834.4,33.7985,41.19,2319,1.35045,524.875,29.65,374.48,51.5995,0.365155,0.073609,2152.31
2021-04-12T01:40:00Z,14.1453,10.802,59951,1.289805,11512,9033.3,4887.8,11967.8,3834.7,33.8045,41,2318,1.35205,523.5125,29.6375,374.59,51.5265,0.3643425,0.0733405,2150.37
2021-04-12T01:45:00Z,14.1161,10.8155,59993,1.294615,11553.6,9026.5,4899.25,11966.2,3841.7,33.8145,40.989,2312.5,1.366675,524.8475,29.8575,374.36,51.513,0.3645475,0.0734375,2152.17
2021-04-12T01:50:00Z,14.1339,10.8205,60005,1.294375,11513.1,9026.1,4898.15,11980.5,3843.2,33.7545,41.041,2321.5,1.3708,523.025,29.8475,374.87,51.5905,0.36473,0.0738115,2152.51
2021-04-12T01:55:00Z,14.0752,10.811,59918,1.29134,11527.5,9022,4886.6,11960.8,3834.6,33.737,40.998,2314.5,1.366575,523.3725,29.8775,374.92,51.694,0.36466,0.073868,2148.5
2021-04-12T02:00:00Z,14.1111,10.8305,59949,1.297325,11540.5,9021.6,4893.5,11962.6,3835.8,33.696,41.016,2308.5,1.364275,523.9425,29.815,375.13,52.011,0.3648275,0.074408,2146.64
2021-04-12T02:05:00Z,14.0773,10.831,59831,1.3061,11530.2,9008.6,4885.7,11954.1,3830,33.605,40.956,2304.5,1.358125,523.47,29.535,374.53,51.944,0.36362,0.073716,2143.61
2021-04-12T02:10:00Z,14.0785,10.862,59876,1.306215,11519.5,8996,4884.95,11940.6,3829.4,33.618,40.913,2300.5,1.3605,522.465,29.57,374.54,51.9235,0.36413,0.073688,2144.2
2021-04-12T02:15:00Z,14.0883,10.85,59930,1.321615,11479,8969.8,4888.65,11934.6,3824.8,33.589,40.852,2298,1.352625,522.525,29.63,374.33,51.953,0.364585,0.073696,2145.44
2021-04-12T02:20:00Z,14.0615,10.8505,59909,1.332045,11484.4,8988,4887.45,11917.2,3820.8,33.5525,40.858,2296.5,1.35115,520.4875,29.5775,373.13,51.7955,0.3643975,0.073406,2142.19
2021-04-12T02:25:00Z,14.0663,10.817,59852,1.322355,11448.6,8987.4,4888.85,11912.8,3814.6,33.5035,40.855,2299,1.351,519.65,29.47,372.4,51.6845,0.36303,0.073414,2140.61
2021-04-12T02:30:00Z,14.0795,10.8405,59869,1.32897,11494.7,8987.4,4890.9,11921.2,3818.3,33.5315,40.835,2302.5,1.343175,521.345,29.44,372.25,51.8025,0.362725,0.073495,2141.79
2021-04-12T02:35:00Z,14.0441,10.8165,59825,1.332225,11500.6,8966.1,4886.7,11898.8,3810.3,33.4935,40.827,2292,1.342,523.1775,29.41,371.73,51.833,0.361595,0.0730305,2138.85
2021-04-12T02:40:00Z,14.0311,10.814,59760,1.334335,11506.4,8967.1,4886.1,11886.5,3805,33.4175,40.799,2292,1.34305,523.96,29.365,370.89,51.8765,0.361255,0.072606,2138.13
2021-04-12T02:45:00Z,14.0216,10.736,59663,1.318265,11488.8,8955.2,4872.4,11857.6,3794.9,33.3505,40.73,2296.5,1.341725,522.7575,29.1775,370.21,51.6545,0.3603775,0.072679,2134.05
2021-04-12T02:50:00Z,13.9945,10.7725,59725,1.315025,11478.4,8963.9,4876.05,11873.2,3803.3,33.3975,40.792,2304.5,1.343125,523.1675,29.2875,370.36,51.6965,0.3609475,0.072923,2138.55
2021-04-12T02:55:00Z,13.9863,10.712,59727,1.31538,11507.1,8963.1,4877.05,11861.5,3796.3,33.359,40.758,2297,1.342225,523.7,29.3525,369.95,51.8225,0.3608425,0.0726585,2137.64
2021-04-12T03:00:00Z,14.0165,10.707,59782,1.312085,11552.7,8987.5,4890.7,11877.8,3802.2,33.368,40.791,2315,1.346675,529.0775,29.4925,370.28,52.0305,0.361115,0.0733565,2138.88
2021-04-12T03:05:00Z,14.0138,10.687,59843,1.313925,11642.1,8987.8,4901.3,11883.6,3810.4,33.392,40.75,2311,1.345225,534.235,29.49,369.99,52.1795,0.3608775,0.0736235,2141.33
2021-04-12T03:10:00Z,14.0139,10.7585,59832,1.310015,11688.4,8987.7,4914.8,11884,3810.7,33.411,40.793,2312.5,1.337375,537.0075,29.34,369.57,52.308,0.36001,0.073364,2140.54
2021-04-12T03:15:00Z,14.0148,10.759,59828,1.316385,11721,9001.6,4916.8,11899.7,3816.9,33.43,40.82,2315,1.3326,537.7225,29.4825,369.44,52.311,0.35992,0.073268,2141.18
2021-04-12T03:20:00Z,14.0474,10.838,59884,1.324335,11873.2,9013.8,4953,11929.5,3823.5,33.494,40.963,2314,1.3315,546.8075,29.4525,369.93,52.8045,0.3605075,0.0728835,2146
2021-04-12T03:25:00Z,14.0485,10.848,60004,1.32193,11883.1,9028,4948.4,11940.1,3833.2,33.5055,41.032,2324,1.3413,544.2025,29.5075,370.62,53.1085,0.3611275,0.073133,2146.88
2021-04-12T03:30:00Z,14.0451,10.8645,60100,1.317545,11885.6,9030.8,4952.2,11938.8,3837.9,33.4075,41.015,2331,1.343025,545.185,29.37,370.05,53.138,0.362015,0.073053,2146.51
2021-04-12T03:35:00Z,14.0013,10.823,60106,1.31958,11855,9026.6,4950.6,11927,3831,33.364,40.974,2322.5,1.347575,545.385,29.18,369.93,53.024,0.362045,0.073024,2143.89
2021-04-12T03:40:00Z,14.0434,10.841,60437,1.32715,11860.2,9064.6,4966.25,11939.7,3840.5,33.5015,41.112,2330.5,1.356125,542.6125,29.2825,370.63,53.11,0.3625725,0.073537,2152.99
2021-04-12T03:45:00Z,14.0349,10.842,60300,1.33266,11891.5,9051.8,4961.9,11932.4,3842.6,33.531,41.078,2328,1.35175,544.525,29.06,370.69,53.0555,0.3629625,0.073699,2150.03
2021-04-12T03:50:00Z,14.0557,10.88,60532,1.3278,11943.1,9064.3,4983.25,11951.5,3848.9,33.525,41.168,2325,1.3487,551,28.9925,371.15,53.4815,0.362525,0.0734925,2155.51
2021-04-12T03:55:00Z,14.1133,10.8875,60451,1.331235,11996.2,9078.3,4990.85,11959.2,3843.4,33.507,41.178,2335,1.348825,553.8075,29.0175,371.38,53.4185,0.36249,0.073724,2152
2021-04-12T04:00:00Z,14.0893,10.88,60403,1.32512,11964.5,9076.2,4971.25,11952.4,3835.2,33.412,41.054,2336,1.34055,550.1325,28.895,370.78,53.126,0.3627375,0.073149,2152.96
2021-04-12T04:05:00Z,14.1076,10.93,60556,1.32539,12152.2,9088.6,5021.3,11978.3,3842.9,33.6065,41.339,2335.5,1.342,565.955,28.8625,371.22,53.55,0.36288,0.073088,2159.54
2021-04-12T04:10:00Z,14.1384,10.917,60697,1.326155,12088.3,9071,5016.95,11974.9,3846.5,33.709,41.282,2325,1.34965,559.5475,28.7275,371.76,53.5375,0.361615,0.0730515,2165.91
2021-04-12T04:15:00Z,14.0991,10.8855,60645,1.32145,12090.6,9061.4,5020.25,11979.2,3847.6,33.674,41.42,2346,1.35495,563.3675,28.875,372.16,53.554,0.36156,0.073309,2161.64
2021-04-12T04:20:00Z,14.0957,10.852,60484,1.31828,12065.6,9063.6,5014.8,11985.3,3835.6,33.7015,41.312,2351,1.35765,560.43,28.7875,372.56,53.322,0.36297,0.072989,2158.53
2021-04-12T04:25:00Z,14.127,10.8515,60510,1.32172,12085.4,9088.7,5021.9,11991.3,3844.3,33.705,41.472,2342.5,1.356025,561.2275,28.8125,372.24,53.449,0.3630175,0.07327,2160.5
2021-04-12T04:30:00Z,14.0938,10.87,60384,1.32622,12068.1,9073.9,5021.85,11985.6,3837.3,33.6625,41.374,2334.5,1.359675,563.0025,28.8775,372.34,53.47,0.36344,0.0730525,2157.68
2021-04-12T04:35:00Z,14.0831,10.894,60359,1.322355,12166.8,9070.9,5033.8,11997.6,3842,33.698,41.379,2331,1.35735,567.555,28.7875,373.53,53.491,0.3638325,0.0729935,2157.34
2021-04-12T04:40:00Z,14.089,10.981,60404,1.31958,12200,9066.4,5052.7,12023.9,3846,33.774,41.444,2329.5,1.36085,573,28.745,373.62,53.5685,0.36405,0.0730195,2160.59
2021-04-12T04:45:00Z,14.0508,10.995,60329,1.31742,12268.7,9058.4,5048,12015.2,3845.7,33.762,41.416,2327,1.35415,574.3225,28.71,372.38,53.596,0.3632325,0.072583,2160.44
2021-04-12T04:50:00Z,14.1022,10.94,60356,1.321785,12278.5,9054.6,5041.65,12028.6,3848.6,33.712,41.529,2326,1.354825,570.5575,28.6475,372.71,53.6445,0.36271,0.0726275,2160.92
2021-04-12T04:55:00Z,14.0551,10.93,60224,1.323245,12297.6,9052.7,5041.15,12021.8,3841.3,33.6385,41.479,2320.5,1.348225,573.47,28.6025,372.35,53.531,0.3621925,0.072369,2155.78
2021-04-12T05:00:00Z,14.0479,10.844,60191,1.33784,12222.7,9041.9,5036.5,11998.1,3838,33.6315,41.486,2317,1.3448,568.865,28.5825,370.89,53.3015,0.36207,0.072499,2155.38
2021-04-12T05:05:00Z,14.0195,10.7435,60148,1.332215,12146.4,9026.4,5009.35,11969.4,3831.4,33.536,41.344,2313.5,1.341725,564.49,28.585,369.91,53.0445,0.36095,0.07229,2152.75
2021-04-12T05:10:00Z,14.0797,10.816,60337,1.33956,12181.3,9048.5,5031.3,12012,3841.9,33.5995,41.55,2318.5,1.349825,563.8625,28.7375,370.41,53.158,0.362355,0.0719515,2158.45
2021-04-12T05:15:00Z,14.0669,10.771,60270,1.344175,12093.9,9030,5012.9,11991.4,3834.9,33.56,41.428,2314.5,1.337875,560.17,28.67,369.9,52.9375,0.362135,0.0724145,2153.82
2021-04-12T05:20:00Z,14.0561,10.7845,60274,1.34689,12062.9,9025.5,5011.55,11991.3,3832.3,33.567,41.416,2313.5,1.334075,558.3225,28.645,369.45,52.8855,0.36332,0.072476,2152.3
2021-04-12T05:25:00Z,14.0852,10.795,60262,1.34419,12156.9,9039.6,5034.6,12001.1,3832.3,33.6855,41.391,2319.5,1.338,564.3075,28.6975,370.95,53.1565,0.364425,0.0726535,2153.1
2021-04-12T05:30:00Z,14.0606,10.7675,60149,1.337775,12109.7,9036.8,5016,11982.3,3823.1,33.607,41.205,2317,1.335275,563.79,28.685,369.24,53.054,0.3639475,0.0723265,2151
2021-04-12T05:35:00Z,14.0528,10.761,60213,1.33862,12167.7,9049.1,5029.5,12003.4,3819.1,33.5955,41.281,2316,1.3383,567.47,28.8675,369.17,53.18,0.36411,0.07195,2151
2021-04-12T05:40:00Z,14.0767,10.78,60248,1.33393,12169.2,9056.2,5037.05,12011.3,3831.1,33.6415,41.33,2313.5,1.3373,569.6475,29.0275,370.37,53.29,0.3641825,0.072049,2151.81
2021-04-12T05:45:00Z,14.0764,10.7535,60242,1.334765,12131.3,9048.3,5026.95,11991,3829.5,33.585,41.205,2314.5,1.338975,566.1625,29,369.68,53.2305,0.36342,0.07242,2151
2021-04-12T05:50:00Z,14.0766,10.735,60216,1.335535,12107.5,9056.4,5020.2,11987.7,3824.3,33.5415,41.214,2311.5,1.33515,564.8125,28.98,369.53,53.1595,0.3627,0.0724855,2149.23
2021-04-12T05:55:00Z,14.105,10.741,60298,1.334065,12126.9,9085.3,5025.55,12013.6,3827.5,33.5865,41.316,2311,1.3423,564.345,29.12,370.62,53.2305,0.3633025,0.072151,2152.48
2021-04-12T06:00:00Z,14.0566,10.71,60209,1.324885,12044.2,9079.5,5005.35,11998.4,3819.6,33.4335,41.241,2309.5,1.336575,560.2975,29.005,369.55,53.0165,0.36214,0.0719405,2148.14
2021-04-12T06:05:00Z,14.064,10.7235,60274,1.321185,12057.3,9071.7,5007.25,12002.1,3819.4,33.5345,41.399,2314.5,1.33675,560.55,29.23,370.56,53.0935,0.362545,0.071609,2149.69
2021-04-12T06:10:00Z,14.0605,10.7185,60249,1.31781,12065.5,9074.6,4999,11998.6,3813,33.4935,41.25,2311,1.33,561.105,29.27,370.26,53.074,0.3627775,0.071864,2150.14
2021-04-12T06:15:00Z,14.1301,10.7475,60358,1.32099,12093.8,9079.3,5014.9,12008.3,3820.7,33.55,41.378,2303,1.3393,562.6275,29.4,371.61,53.212,0.3642925,0.07213,2155.32
2021-04-12T06:20:00Z,14.1242,10.721,60349,1.315795,12064.9,9077.3,5004.05,12002.6,3819.1,33.539,41.322,2304,1.3323,562.2875,29.3675,371.64,53.253,0.3636925,0.0721155,2152.8
2021-04-12T06:25:00Z,14.1626,10.729,60415,1.31812,12068.1,9101.1,5007.05,12033.3,3824,33.6215,41.408,2305.5,1.334975,562.645,29.4,372.01,53.273,0.3639725,0.0721965,2155.8
2021-04-12T06:30:00Z,14.1789,10.752,60497,1.31996,12058.4,9106.9,5016.5,12053.6,3826.1,33.672,41.417,2305,1.332475,562.6475,29.245,372.37,53.392,0.3649375,0.07251,2157.1
2021-04-12T06:35:00Z,14.2086,10.78,60493,1.32206,12076.6,9121.7,5025.9,12067,3828.2,33.7035,41.663,2306.5,1.32615,563.915,29.2675,373.26,53.474,0.365265,0.072301,2157.74
2021-04-12T06:40:00Z,14.2015,10.8,60546,1.322945,12120,9137.6,5031.95,12074.4,3828.1,33.77,41.534,2308,1.3293,566.33,29.3375,373.38,53.6085,0.3655175,0.071993,2163.24
2021-04-12T06:45:00Z,14.2783,10.772,60499,1.32525,12094.6,9164.6,5027.65,12084.4,3825.4,33.7765,41.449,2311,1.32885,565.2175,29.215,373.04,53.5655,0.3652725,0.071743,2164.4
2021-04-12T06:50:00Z,14.4129,10.806,60808,1.33207,12191,9183.2,5057,12127.6,3846.3,34.0045,41.714,2312,1.33735,568.69,29.3125,374.26,53.9575,0.365545,0.0715995,2185.69
2021-04-12T06:55:00Z,14.4715,10.8275,60968,1.32677,12161.2,9188.6,5058.85,12134.2,3849.4,33.967,41.712,2320.5,1.338925,568.1375,29.145,374.64,54.04,0.365705,0.071771,2190.04
2021-04-12T07:00:00Z,14.5031,10.809,60853,1.31594,12144.8,9170.5,5050.35,12128,3838.8,33.835,41.701,2333.5,1.345875,566.555,28.9025,374.46,53.9005,0.36546,0.0721155,2184.07
2021-04-12T07:05:00Z,14.6997,10.8505,60908,1.3179,12136.1,9185.1,5056.8,12158.2,3842.6,33.875,41.838,2347.5,1.351225,568.455,28.8675,375.69,53.9585,0.3665375,0.072161,2190.17
2021-04-12T07:10:00Z,14.7113,10.8805,60987,1.314775,12215.7,9161.7,5061.95,12147.6,3847.4,33.825,41.66,2344,1.3525,571.865,28.835,375.93,54.0735,0.366645,0.072287,2189.55
2021-04-12T07:15:00Z,14.7044,10.8565,61119,1.317735,12258.8,9153.3,5072.6,12157.2,3851.4,33.7925,41.708,2375.5,1.35835,575.36,28.855,378.02,54.1845,0.366015,0.071996,2189.68
2021-04-12T07:20:00Z,14.8327,10.8675,61077,1.3183,12283.4,9139,5075.8,12174.1,3853.5,33.775,41.746,2369,1.354775,577.67,28.7275,379.17,54.226,0.3652925,0.071736,2186.28
2021-04-12T07:25:00Z,14.7282,10.94,61221,1.31526,12350.6,9136.9,5087.8,12156.4,3856.5,33.8015,41.722,2369.5,1.357275,583.295,28.83,376.94,54.4955,0.3661925,0.071834,2191.67
2021-04-12T07:30:00Z,14.7333,10.8505,61232,1.298855,12270.3,9106.6,5085.45,12136.3,3851.6,33.729,41.539,2372.5,1.397025,576.8925,28.8,378.22,54.2565,0.3639175,0.071771,2196.93
2021-04-12T07:35:00Z,14.6794,10.8505,61199,1.304255,12243.6,9096.3,5078.45,12114.1,3849.5,33.7065,41.554,2368,1.4099,576.6575,28.4975,380.01,54.267,0.364165,0.072677,2195.99
2021-04-12T07:40:00Z,14.7848,10.8515,61167,1.30351,12313.8,9113.5,5094.6,12140.6,3860.3,33.875,41.643,2366,1.40555,580.0075,28.6525,381.54,54.49,0.36425,0.0732815,2198.57
2021-04-12T07:45:00Z,14.668,10.8005,60902,1.3046,12242.4,9072.5,5086.85,12108.7,3847.8,33.711,41.491,2362,1.41915,576.3275,28.4525,380.33,54.107,0.3632575,0.0735785,2187.34
2021-04-12T07:50:00Z,14.6653,10.8205,60980,1.306715,12266.8,9069.5,5088.5,12114.1,3852.2,33.697,41.526,2358,1.411675,577.8575,28.48,378.85,54.2065,0.363575,0.0740315,2189.35
2021-04-12T07:55:00Z,14.6173,10.82,60890,1.299605,12284.2,9079.6,5082.65,12092.4,3846.3,33.6555,41.45,2353.5,1.407275,581.0875,28.41,378.79,54.182,0.36267,0.073387,2185.06
2021-04-12T08:00:00Z,14.7651,10.8395,60904,1.30728,12331,9140.1,5108.8,12120.9,3853.9,33.6405,41.507,2354,1.40455,584.575,28.6475,380.32,54.2745,0.36277,0.073125,2193.6
2021-04-12T08:05:00Z,14.7116,10.824,60749,1.306435,12315,9109.8,5085,12111.7,3842.7,33.5185,41.313,2344,1.39615,582.96,28.5025,381.09,54.168,0.3630975,0.073177,2187.74
2021-04-12T08:10:00Z,14.7184,10.832,60800,1.306885,12310.9,9117.2,5089.4,12133.2,3849.3,33.561,41.369,2344.5,1.39445,583.6675,28.5125,382.27,54.2245,0.3629875,0.073893,2189.18
2021-04-12T08:15:00Z,14.8078,10.8995,60888,1.30803,12397.6,9123.7,5107.6,12140.3,3853.4,33.6015,41.465,2344,1.3852,591.2075,28.555,382.01,54.5435,0.3640525,0.0734805,2193.29
2021-04-12T08:20:00Z,14.7652,10.8845,60893,1.30386,12387.6,9089.9,5107.75,12123.5,3851.1,33.599,41.402,2346,1.3826,589.385,28.42,382.01,54.6,0.3638125,0.073605,2196.1
2021-04-12T08:25:00Z,14.7175,10.867,60837,1.312005,12469,9084.7,5116.15,12127.6,3845.1,33.5855,41.481,2355.5,1.378025,596.45,28.6,382.09,54.8085,0.36395,0.0732595,2193.02
2021-04-12T08:30:00Z,14.6638,10.9645,60741,1.30955,12475.3,9076.8,5109.05,12119.9,3842.6,33.455,41.468,2348.5,1.378675,595.23,28.58,380.59,54.8,0.3628625,0.0729735,2189.17
2021-04-12T08:35:00Z,14.6607,10.9485,60735,1.313615,12461.5,9079.9,5107.8,12109,3849.2,33.477,41.371,2352,1.38785,593.4625,28.66,380.31,54.749,0.36281,0.0735575,2190.05
2021-04-12T08:40:00Z,14.6379,10.96,60652,1.32217,12436,9084.1,5120,12116.7,3851.6,33.494,41.327,2350,1.391575,593.79,28.6675,381.24,54.7025,0.3626925,0.0731655,2188.16
2021-04-12T08:45:00Z,14.6673,11.03,60766,1.3213,12485.1,9086.5,5118.55,12138.8,3859.1,33.539,41.284,2348,1.387825,594.2825,28.73,382.97,54.761,0.3629025,0.0730895,2189.63
2021-04-12T08:50:00Z,14.6125,10.97,60765,1.318115,12524.9,9058.5,5124.5,12121.8,3862.4,33.4825,41.218,2345.5,1.395175,595.5575,28.585,380.99,54.7445,0.3627475,0.073108,2187.07
2021-04-12T08:55:00Z,14.6555,11.04,60826,1.32033,12584.6,9064.7,5137.3,12120.9,3865.6,33.533,41.201,2345.5,1.39255,602.8075,28.6775,381.37,55.0305,0.36238,0.073347,2189.39
2021-04-12T09:00:00Z,14.6728,11.0245,60936,1.328805,12622.7,9065.7,5147.35,12121,3867.7,33.4705,41.266,2346,1.38755,603.685,28.6125,381.67,55.1635,0.362345,0.0738665,2191.06
2021-04-12T09:05:00Z,14.66,11.0765,60957,1.329985,12718.1,9047.4,5161,12119.2,3863.8,33.4385,41.222,2359,1.386325,608.4775,28.5325,382.29,55.36,0.362035,0.073643,2190.77
2021-04-12T09:10:00Z,14.6101,11.01,60781,1.32357,12672.1,9014.2,5143.65,12087.6,3850.6,33.3515,41.131,2372,1.3804,607.2325,28.51,381.22,55.2405,0.360815,0.0731865,2182.29
2021-04-12T09:15:00Z,14.6455,11.03,60850,1.334735,12680.7,9024.5,5149,12126.5,3863.3,33.491,41.199,2371,1.385525,607.12,28.615,383.77,55.226,0.362165,0.072974,2185.87
2021-04-12T09:20:00Z,14.6043,11.0675,60837,1.33703,12803.3,9044.5,5176.9,12151.3,3859.7,33.568,41.156,2384.5,1.3859,616.48,28.515,383.28,55.2275,0.3625225,0.0730385,2183.59
2021-04-12T09:25:00Z,14.612,11.1225,60859,1.3462,12926.9,9034.9,5218.8,12140.6,3863.2,33.6075,41.124,2372,1.398625,627.7825,28.41,382.71,55.675,0.362605,0.0724465,2183.45
2021-04-12T09:30:00Z,14.6133,11.15,60901,1.33753,12982.1,9021.1,5219.9,12147.2,3861.5,33.5665,41.109,2363.5,1.3852,629.4075,28.3475,381.85,55.757,0.361335,0.07213,2188.05
2021-04-12T09:35:00Z,14.4496,10.8665,60383,1.31594,12331.4,8936.4,5046.95,11980.4,3816,33.012,40.824,2348.5,1.36915,584.8175,28.06,377.77,53.854,0.35576,0.0714495,2164.72
2021-04-12T09:40:00Z,14.3947,10.803,60203,1.309215,12295.5,8909.6,5037.9,11957.1,3802,32.828,40.588,2340.5,1.353375,584.915,28.055,376.1,53.758,0.356425,0.071167,2155.74
2021-04-12T09:45:00Z,14.4633,10.83,60331,1.317405,12254.5,8926,5033.3,11992.9,3807.5,32.963,40.733,2347.5,1.36175,579.9025,28.0625,377.62,53.739,0.3571375,0.071429,2165.55
2021-04-12T09:50:00Z,14.5136,10.8,60330,1.31526,12091.1,8910.7,4998.8,12041.4,3807.4,32.9445,40.603,2344,1.35435,572.625,28.075,376.28,53.3545,0.35678,0.070957,2163.93
2021-04-12T09:55:00Z,14.4331,10.7145,60112,1.2954,11932.2,8870,4944.3,11963,3781.1,32.7765,40.318,2327,1.34915,563.105,28,371.58,52.388,0.35423,0.069935,2148.59
2021-04-12T10:00:00Z,14.5727,10.806,60329,1.310355,12169.6,8889.6,4972.05,12038.3,3793.8,32.9965,40.535,2330,1.35875,572.5,28.3675,376.21,53.366,0.35536,0.0705755,2160.95
2021-04-12T10:05:00Z,14.7848,10.7745,60252,1.310715,12120.5,8945.8,5001.7,12077.5,3802.3,32.985,40.555,2329,1.3564,572.1975,28.2,376.4,53.39,0.3553475,0.070548,2155.47
2021-04-12T10:10:00Z,15.2835,10.7905,60225,1.31004,12132.5,8932.8,5008.35,12135.3,3805.7,32.9365,40.544,2331.5,1.356625,572.2175,28.2675,375.71,53.4385,0.35608,0.0709535,2153.29
2021-04-12T10:15:00Z,15.2701,10.7745,60147,1.30585,12093.7,8900.7,4974,12113.7,3799.3,32.901,40.489,2332,1.3428,569.0825,28.215,374.29,53.209,0.3564375,0.0706325,2150.15
2021-04-12T10:20:00Z,15.2854,10.703,59954,1.29622,11963.9,8877.8,4946.5,12093.9,3781.9,32.7385,40.375,2332.5,1.3394,560.53,28.0225,373.82,52.7895,0.3548825,0.070232,2141.41
2021-04-12T10:25:00Z,15.408,10.7305,60123,1.29896,11990.5,8893.2,4961.2,12102.1,3792.9,32.835,40.559,2333.5,1.347925,563.4775,28.13,375.31,52.989,0.3557,0.0705515,2145.46
2021-04-12T10:30:00Z,15.317,10.6475,59985,1.29045,11926.3,8845.9,4941.15,12059,3775.4,32.6965,40.42,2329,1.3398,563.8825,28.045,372.71,52.847,0.3545775,0.0702815,2141.03
2021-04-12T10:35:00Z,15.0565,10.5,59665,1.270565,11715.4,8773.1,4877.95,11917.4,3726.1,32.411,40.166,2317,1.329825,550.035,27.6425,367.75,51.89,0.351975,0.0690095,2126.89
2021-04-12T10:40:00Z,15.0884,10.502,59748,1.28086,11688.9,8808,4887.8,11952.5,3736.4,32.4535,40.227,2306.5,1.33705,546.83,27.5225,368.59,51.8745,0.3527575,0.069145,2126.87
